Bet created n 68 Nanterre,Le Portel 1642532400 basketball France LNB
Bet created n 69 New York Knicks,Minnesota Timberwolves 1642552200 basketball USA NBA
Bet created n 70 Golden State Warriors,Detroit Pistons 1642561200 basketball USA NBA
Bet created n 71 Motor City Cruise,College Park Skyhawks 1642550400 basketball USA NBA - G League
Bet created n 72 Sioux Falls Skyforce,South Bay Lakers 1642552200 basketball USA NBA - G League
Bet created n 73 Windy City Bulls,Raptors 905 1642554000 basketball USA NBA - G League
Bet created n 74 Salt Lake City Stars,Memphis Hustle 1642557600 basketball USA NBA - G League
Bet created n 75 Agua Caliente Clippers,Iowa Wolves 1642561200 basketball USA NBA - G League
Bet created n 76 Wisconsin Herd,Lakeland Magic 1642613400 basketball USA NBA - G League
29/01/2022 14:58:40 Bet created n 18 1643414400 basketball USA NBA - G League Cleveland Charge,Grand Rapids Gold
29/01/2022 14:58:40 Bet created n 19 1643414400 basketball USA NBA - G League Delaware Blue Coats,College Park Skyhawks
29/01/2022 14:58:40 Bet created n 21 1643421600 basketball USA NBA - G League Salt Lake City Stars,Oklahoma City Blue
29/01/2022 14:58:40 Bet created n 22 1643425200 basketball USA NBA - G League Stockton Kings,Iowa Wolves
29/01/2022 14:58:40 Bet created n 20 1643414400 basketball USA NBA - G League Lakeland Magic,Long Island Nets
29/01/2022 19:03:31 Bet created n 1 1643482800 basketball France LNB Nanterre,Lyon-Villeurbanne
29/01/2022 19:03:31 Bet created n 4 1643482800 basketball France LNB Gravelines-Dunkerque,Limoges
29/01/2022 19:03:31 Bet created n 5 1643482800 basketball France LNB Le Mans,Orleans
29/01/2022 19:03:31 Bet created n 6 1643484600 basketball France LNB Dijon,JL Bourg
29/01/2022 19:03:31 Bet created n 2 1643482800 basketball France LNB Strasbourg,Le Portel
29/01/2022 19:03:31 Bet created n 3 1643482800 basketball France LNB Pau-Orthez,Paris
29/01/2022 23:37:52 Bet created n 1 1643500800 basketball USA NBA - G League Cleveland Charge,Grand Rapids Gold
29/01/2022 23:37:52 Bet created n 4 1643504400 basketball USA NBA - G League Wisconsin Herd,Greensboro Swarm
29/01/2022 23:37:52 Bet created n 3 1643504400 basketball USA NBA - G League Windy City Bulls,Fort Wayne Mad Ants
29/01/2022 23:37:52 Bet created n 5 1643506200 basketball USA NBA - G League Rio Grande Valley Vipers,Birmingham Squadron
29/01/2022 23:37:52 Bet created n 2 1643500800 basketball USA NBA - G League Lakeland Magic,Long Island Nets
29/01/2022 23:37:52 Bet created n 7 1643511600 basketball USA NBA - G League Agua Caliente Clippers,Oklahoma City Blue
29/01/2022 23:37:52 Bet created n 6 1643506200 basketball USA NBA - G League Texas Legends,South Bay Lakers
29/01/2022 23:37:52 Bet created n 8 1643572800 basketball USA NBA - G League Motor City Cruise,Maine Celtics
29/01/2022 23:37:52 Bet created n 9 1643583600 basketball USA NBA - G League Austin Toros Spurs,Santa Cruz Warriors
30/01/2022 00:08:10 Bet created n 1 1643500800 basketball USA NBA - G League Cleveland Charge,Grand Rapids Gold
30/01/2022 00:08:10 Bet created n 4 1643504400 basketball USA NBA - G League Wisconsin Herd,Greensboro Swarm
30/01/2022 00:08:10 Bet created n 2 1643500800 basketball USA NBA - G League Lakeland Magic,Long Island Nets
30/01/2022 00:08:10 Bet created n 3 1643504400 basketball USA NBA - G League Windy City Bulls,Fort Wayne Mad Ants
30/01/2022 00:08:10 Bet created n 5 1643506200 basketball USA NBA - G League Rio Grande Valley Vipers,Birmingham Squadron
30/01/2022 00:08:10 Bet created n 7 1643511600 basketball USA NBA - G League Agua Caliente Clippers,Oklahoma City Blue
30/01/2022 00:08:10 Bet created n 6 1643506200 basketball USA NBA - G League Texas Legends,South Bay Lakers
30/01/2022 00:08:10 Bet created n 8 1643572800 basketball USA NBA - G League Motor City Cruise,Maine Celtics
30/01/2022 00:08:10 Bet created n 9 1643583600 basketball USA NBA - G League Austin Toros Spurs,Santa Cruz Warriors
30/01/2022 23:00:44 Bet created n 1 1643652000 basketball USA NBA - G League Oklahoma City Blue,South Bay Lakers
30/01/2022 23:01:44 Bet created n 2 1643675400 basketball USA NBA - G League Raptors 905,Capital City Go-Go
30/01/2022 23:01:44 Bet created n 3 1643677200 basketball USA NBA - G League Birmingham Squadron,Agua Caliente Clippers
30/01/2022 23:01:44 Bet created n 4 1643731200 basketball USA NBA - G League Cleveland Charge,Greensboro Swarm
30/01/2022 23:57:26 Bet created n 1 1643675400 basketball USA NBA - G League Raptors 905,Capital City Go-Go
30/01/2022 23:57:26 Bet created n 3 1643731200 basketball USA NBA - G League Cleveland Charge,Greensboro Swarm
30/01/2022 23:57:26 Bet created n 2 1643677200 basketball USA NBA - G League Birmingham Squadron,Agua Caliente Clippers
31/01/2022 01:31:10 Bet created n 1 1643675400 basketball USA NBA - G League Raptors 905,Capital City Go-Go
31/01/2022 01:31:10 Bet created n 2 1643677200 basketball USA NBA - G League Birmingham Squadron,Agua Caliente Clippers
31/01/2022 01:31:10 Bet created n 3 1643731200 basketball USA NBA - G League Cleveland Charge,Greensboro Swarm
01/02/2022 14:24:25 Bet created n 1 1643675400 basketball USA NBA - G League Raptors 905,Capital City Go-Go
01/02/2022 14:24:25 Bet created n 2 1643677200 basketball USA NBA - G League Birmingham Squadron,Agua Caliente Clippers
01/02/2022 14:24:25 Bet created n 3 1643731200 basketball USA NBA - G League Cleveland Charge,Greensboro Swarm
01/02/2022 14:25:02 Bet created n 4 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 14:25:02 Bet created n 5 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 14:25:02 Bet created n 6 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 14:25:02 Bet created n 7 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
01/02/2022 15:05:23 Bet created n 1 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 15:05:23 Bet created n 2 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 15:05:23 Bet created n 4 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
01/02/2022 15:05:23 Bet created n 3 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 16:34:25 Bet created n 1 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 16:34:25 Bet created n 2 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 16:34:25 Bet created n 3 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 16:34:25 Bet created n 4 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
01/02/2022 17:11:54 Bet created n 1 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 17:11:54 Bet created n 2 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 17:11:54 Bet created n 3 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 17:11:54 Bet created n 4 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
01/02/2022 19:19:04 Bet created n 1 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 19:19:04 Bet created n 2 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 19:19:04 Bet created n 3 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 19:19:04 Bet created n 4 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
01/02/2022 22:28:17 Bet created n 1 1643760000 basketball USA NBA - G League Westchester,Delaware Blue Coats
01/02/2022 22:28:17 Bet created n 2 1643760000 basketball USA NBA - G League Lakeland Magic,Motor City Cruise
01/02/2022 22:28:17 Bet created n 4 1643763600 basketball USA NBA - G League Birmingham Squadron,Santa Cruz Warriors
01/02/2022 22:28:17 Bet created n 3 1643761800 basketball USA NBA - G League Raptors 905,Windy City Bulls
01/02/2022 22:28:17 Bet created n 5 1643767200 basketball USA NBA - G League Salt Lake City Stars,Rio Grande Valley Vipers
02/02/2022 14:23:52 Bet created n 6 1643846400 basketball USA NBA - G League Capital City Go-Go,Fort Wayne Mad Ants
02/02/2022 14:23:52 Bet created n 7 1643846400 basketball USA NBA - G League Long Island Nets,Cleveland Charge
02/02/2022 14:23:52 Bet created n 8 1643850000 basketball USA NBA - G League Memphis Hustle,Iowa Wolves
02/02/2022 14:23:52 Bet created n 10 1643904000 basketball USA NBA - G League Delaware Blue Coats,Greensboro Swarm
02/02/2022 14:23:52 Bet created n 9 1643850000 basketball USA NBA - G League Texas Legends,Stockton Kings
02/02/2022 23:00:52 Bet created n 1 1643846400 basketball USA NBA - G League Capital City Go-Go,Fort Wayne Mad Ants
02/02/2022 23:00:52 Bet created n 2 1643846400 basketball USA NBA - G League Long Island Nets,Cleveland Charge
02/02/2022 23:00:52 Bet created n 4 1643850000 basketball USA NBA - G League Texas Legends,Stockton Kings
02/02/2022 23:00:52 Bet created n 3 1643850000 basketball USA NBA - G League Memphis Hustle,Iowa Wolves
02/02/2022 23:00:52 Bet created n 5 1643904000 basketball USA NBA - G League Delaware Blue Coats,Greensboro Swarm
03/02/2022 19:28:46 Bet created n 6 1643932800 basketball USA NBA - G League Lakeland Magic,Wisconsin Herd
03/02/2022 19:28:46 Bet created n 7 1643934600 basketball USA NBA - G League Sioux Falls Skyforce,Agua Caliente Clippers
03/02/2022 19:28:46 Bet created n 8 1643934600 basketball USA NBA - G League Raptors 905,Windy City Bulls
03/02/2022 19:28:46 Bet created n 9 1643943600 basketball USA NBA - G League South Bay Lakers,Salt Lake City Stars
03/02/2022 23:51:28 Bet created n 10 1644004800 football Spain La Liga Getafe,Draw,Levante
03/02/2022 23:52:25 Bet created n 11 1644066000 football Spain La Liga Elche,Draw,Alaves
03/02/2022 23:52:25 Bet created n 12 1644074100 football Spain La Liga Mallorca,Draw,Cadiz
03/02/2022 23:52:25 Bet created n 13 1644082200 football Spain La Liga Celta Vigo,Draw,Rayo Vallecano
03/02/2022 23:52:25 Bet created n 14 1644091200 football Spain La Liga Osasuna,Draw,Sevilla
05/02/2022 23:09:27 Bet created n 15 1644152400 football Spain La Liga Valencia,Draw,Real Sociedad
05/02/2022 23:09:27 Bet created n 16 1644160500 football Spain La Liga Barcelona,Draw,Atletico Madrid
05/02/2022 23:09:27 Bet created n 18 1644177600 football Spain La Liga Real Madrid,Draw,Granada CF
05/02/2022 23:09:27 Bet created n 17 1644168600 football Spain La Liga Real Betis,Draw,Villarreal
06/02/2022 15:22:22 Bet created n 19 1644152400 football Spain La Liga Valencia,Draw,Real Sociedad
06/02/2022 15:22:22 Bet created n 20 1644160500 football Spain La Liga Barcelona,Draw,Atletico Madrid
06/02/2022 15:22:22 Bet created n 21 1644168600 football Spain La Liga Real Betis,Draw,Villarreal
06/02/2022 15:22:22 Bet created n 22 1644177600 football Spain La Liga Real Madrid,Draw,Granada CF
06/02/2022 15:22:29 Bet created n 23 1644147000 football Italy Serie A Atalanta,Draw,Cagliari
06/02/2022 15:22:29 Bet created n 25 1644156000 football Italy Serie A Sampdoria,Draw,Sassuolo
06/02/2022 15:22:29 Bet created n 24 1644156000 football Italy Serie A Bologna,Draw,Empoli
06/02/2022 15:22:29 Bet created n 27 1644166800 football Italy Serie A Udinese,Draw,Torino
06/02/2022 15:22:29 Bet created n 26 1644156000 football Italy Serie A Venezia,Draw,Napoli
06/02/2022 15:22:29 Bet created n 28 1644176700 football Italy Serie A Juventus,Draw,Verona
06/02/2022 15:23:22 Bet created n 29 1644264000 football Spain La Liga Athletic Club,Draw,Espanyol
06/02/2022 15:23:28 Bet created n 30 1644263100 football Italy Serie A Salernitana,Draw,Spezia
06/02/2022 15:58:17 Bet created n 1 1644152400 football Spain La Liga Valencia,Draw,Real Sociedad
06/02/2022 15:58:17 Bet created n 2 1644160500 football Spain La Liga Barcelona,Draw,Atletico Madrid
06/02/2022 15:58:17 Bet created n 3 1644168600 football Spain La Liga Real Betis,Draw,Villarreal
06/02/2022 15:58:17 Bet created n 4 1644177600 football Spain La Liga Real Madrid,Draw,Granada CF
06/02/2022 15:58:24 Bet created n 5 1644147000 football Italy Serie A Atalanta,Draw,Cagliari
06/02/2022 15:58:24 Bet created n 6 1644156000 football Italy Serie A Bologna,Draw,Empoli
06/02/2022 15:58:24 Bet created n 7 1644156000 football Italy Serie A Sampdoria,Draw,Sassuolo
06/02/2022 15:58:24 Bet created n 8 1644156000 football Italy Serie A Venezia,Draw,Napoli
06/02/2022 15:58:24 Bet created n 9 1644166800 football Italy Serie A Udinese,Draw,Torino
06/02/2022 15:58:24 Bet created n 10 1644176700 football Italy Serie A Juventus,Draw,Verona
07/02/2022 00:18:55 Bet created n 11 1644105600 basketball USA NBA Washington Wizards,Phoenix Suns
07/02/2022 00:18:55 Bet created n 12 1644105600 basketball USA NBA Charlotte Hornets,Miami Heat
07/02/2022 00:18:55 Bet created n 15 1644116400 basketball USA NBA Sacramento Kings,Oklahoma City Thunder
07/02/2022 00:18:55 Bet created n 13 1644111000 basketball USA NBA Los Angeles Lakers,New York Knicks
07/02/2022 00:18:55 Bet created n 14 1644116400 basketball USA NBA Portland Trail Blazers,Milwaukee Bucks
07/02/2022 00:18:55 Bet created n 17 1644179400 basketball USA NBA Denver Nuggets,Brooklyn Nets
07/02/2022 00:18:55 Bet created n 18 1644179400 basketball USA NBA Minnesota Timberwolves,Detroit Pistons
07/02/2022 00:18:55 Bet created n 19 1644188400 basketball USA NBA Cleveland Cavaliers,Indiana Pacers
07/02/2022 00:18:55 Bet created n 20 1644188400 basketball USA NBA Dallas Mavericks,Atlanta Hawks
07/02/2022 00:18:55 Bet created n 21 1644188400 basketball USA NBA Orlando Magic,Boston Celtics
07/02/2022 00:18:55 Bet created n 16 1644179400 basketball USA NBA Chicago Bulls,Philadelphia 76ers
07/02/2022 00:19:01 Bet created n 22 1644163200 basketball France LNB Monaco,Gravelines-Dunkerque
07/02/2022 00:19:01 Bet created n 23 1644170400 basketball France LNB Lyon-Villeurbanne,Strasbourg
07/02/2022 00:19:01 Bet created n 24 1644170400 basketball France LNB Levallois,Le Mans
07/02/2022 00:19:07 Bet created n 25 1644105600 basketball USA NBA - G League Motor City Cruise,Long Island Nets
07/02/2022 00:19:07 Bet created n 26 1644109200 basketball USA NBA - G League Iowa Wolves,Agua Caliente Clippers
07/02/2022 00:19:07 Bet created n 29 1644179400 basketball USA NBA - G League Wisconsin Herd,Fort Wayne Mad Ants
07/02/2022 00:19:07 Bet created n 27 1644170400 basketball USA NBA - G League Maine Celtics,Grand Rapids Gold
07/02/2022 00:19:07 Bet created n 28 1644174000 basketball USA NBA - G League Lakeland Magic,Greensboro Swarm
07/02/2022 00:19:07 Bet created n 31 1644181200 basketball USA NBA - G League Sioux Falls Skyforce,Birmingham Squadron
07/02/2022 00:19:07 Bet created n 30 1644181200 basketball USA NBA - G League Texas Legends,Memphis Hustle
07/02/2022 00:19:07 Bet created n 32 1644184800 basketball USA NBA - G League Iowa Wolves,Austin Toros Spurs
07/02/2022 00:20:10 Bet created n 33 1644192000 basketball USA NBA Houston Rockets,New Orleans Pelicans
07/02/2022 00:20:10 Bet created n 34 1644199200 basketball USA NBA Los Angeles Clippers,Milwaukee Bucks
07/02/2022 00:20:16 Bet created n 35 1644193800 basketball USA NBA - G League Westchester,Windy City Bulls
07/02/2022 00:20:16 Bet created n 36 1644199200 basketball USA NBA - G League Santa Cruz Warriors,South Bay Lakers
07/02/2022 00:20:16 Bet created n 37 1644256800 basketball USA NBA - G League Oklahoma City Blue,Agua Caliente Clippers
07/02/2022 00:21:10 Bet created n 38 1644278400 basketball USA NBA Charlotte Hornets,Toronto Raptors
07/02/2022 00:21:10 Bet created n 39 1644278400 basketball USA NBA Washington Wizards,Miami Heat
07/02/2022 00:21:10 Bet created n 40 1644282000 basketball USA NBA Chicago Bulls,Phoenix Suns
07/02/2022 00:21:10 Bet created n 41 1644282000 basketball USA NBA Oklahoma City Thunder,Golden State Warriors
07/02/2022 00:21:10 Bet created n 42 1644285600 basketball USA NBA Utah Jazz,New York Knicks
07/02/2022 00:21:16 Bet created n 43 1644278400 basketball USA NBA - G League Motor City Cruise,Long Island Nets
07/02/2022 00:21:16 Bet created n 44 1644278400 basketball USA NBA - G League Westchester,Lakeland Magic
07/02/2022 00:21:16 Bet created n 45 1644337800 basketball USA NBA - G League Iowa Wolves,Austin Toros Spurs
07/02/2022 00:21:16 Bet created n 46 1644339600 basketball USA NBA - G League Fort Wayne Mad Ants,Delaware Blue Coats
07/02/2022 00:21:16 Bet created n 47 1644361200 basketball USA NBA - G League Cleveland Charge,Raptors 905
10/02/2022 19:19:36 Bet created n 1 1644537600 basketball USA NBA Detroit Pistons,Memphis Grizzlies
10/02/2022 19:19:36 Bet created n 2 1644539400 basketball USA NBA Washington Wizards,Brooklyn Nets
10/02/2022 19:19:36 Bet created n 6 1644548400 basketball USA NBA Phoenix Suns,Milwaukee Bucks
10/02/2022 19:19:36 Bet created n 7 1644548400 basketball USA NBA Golden State Warriors,New York Knicks
10/02/2022 19:19:36 Bet created n 4 1644541200 basketball USA NBA Houston Rockets,Toronto Raptors
10/02/2022 19:19:36 Bet created n 5 1644543000 basketball USA NBA Dallas Mavericks,Los Angeles Clippers
10/02/2022 19:19:36 Bet created n 3 1644539400 basketball USA NBA New Orleans Pelicans,Miami Heat
10/02/2022 19:19:41 Bet created n 8 1644606000 basketball France LNB Le Portel,Roanne
10/02/2022 19:19:41 Bet created n 9 1644606000 basketball France LNB Fos-sur-Mer,Pau-Orthez
10/02/2022 19:19:41 Bet created n 10 1644606000 basketball France LNB Chalons-Reims,Le Mans
10/02/2022 19:19:47 Bet created n 11 1644537600 basketball USA NBA - G League Maine Celtics,Wisconsin Herd
10/02/2022 19:19:47 Bet created n 12 1644548400 basketball USA NBA - G League South Bay Lakers,Santa Cruz Warriors
11/02/2022 22:51:58 Bet created n 13 1644624000 basketball USA NBA Detroit Pistons,Charlotte Hornets
11/02/2022 22:51:58 Bet created n 14 1644624000 basketball USA NBA Indiana Pacers,Cleveland Cavaliers
11/02/2022 22:51:58 Bet created n 15 1644624000 basketball USA NBA Philadelphia 76ers,Oklahoma City Thunder
11/02/2022 22:51:58 Bet created n 17 1644625800 basketball USA NBA Boston Celtics,Denver Nuggets
11/02/2022 22:51:58 Bet created n 18 1644627600 basketball USA NBA Chicago Bulls,Minnesota Timberwolves
11/02/2022 22:51:58 Bet created n 20 1644703200 basketball USA NBA Portland Trail Blazers,New York Knicks
11/02/2022 22:51:58 Bet created n 19 1644631200 basketball USA NBA Utah Jazz,Orlando Magic
11/02/2022 22:51:58 Bet created n 16 1644625800 basketball USA NBA Atlanta Hawks,San Antonio Spurs
11/02/2022 22:52:05 Bet created n 21 1644681600 basketball France LNB Strasbourg,Gravelines-Dunkerque
11/02/2022 22:52:05 Bet created n 22 1644692400 basketball France LNB Nanterre,Orleans
11/02/2022 22:52:05 Bet created n 23 1644692400 basketball France LNB JL Bourg,Limoges
11/02/2022 22:52:05 Bet created n 24 1644694200 basketball France LNB Dijon,Levallois
11/02/2022 22:52:10 Bet created n 25 1644624000 basketball USA NBA - G League Grand Rapids Gold,Capital City Go-Go
11/02/2022 22:52:10 Bet created n 26 1644627600 basketball USA NBA - G League Sioux Falls Skyforce,Stockton Kings
11/02/2022 22:52:10 Bet created n 27 1644627600 basketball USA NBA - G League Windy City Bulls,Long Island Nets
11/02/2022 22:52:10 Bet created n 28 1644629400 basketball USA NBA - G League Texas Legends,Agua Caliente Clippers
11/02/2022 22:52:10 Bet created n 29 1644708600 basketball USA NBA - G League College Park Skyhawks,Fort Wayne Mad Ants
14/02/2022 16:51:29 Bet created n 30 1644883200 basketball USA NBA Washington Wizards,Detroit Pistons
14/02/2022 16:51:29 Bet created n 31 1644885000 basketball USA NBA Brooklyn Nets,Sacramento Kings
14/02/2022 16:51:29 Bet created n 32 1644885000 basketball USA NBA New York Knicks,Oklahoma City Thunder
14/02/2022 16:51:29 Bet created n 34 1644886800 basketball USA NBA Milwaukee Bucks,Portland Trail Blazers
14/02/2022 16:51:29 Bet created n 35 1644886800 basketball USA NBA New Orleans Pelicans,Toronto Raptors
14/02/2022 16:51:29 Bet created n 33 1644886800 basketball USA NBA Chicago Bulls,San Antonio Spurs
14/02/2022 16:51:29 Bet created n 36 1644890400 basketball USA NBA Denver Nuggets,Orlando Magic
14/02/2022 16:51:29 Bet created n 38 1644895800 basketball USA NBA Los Angeles Clippers,Golden State Warriors
14/02/2022 16:51:29 Bet created n 37 1644890400 basketball USA NBA Utah Jazz,Houston Rockets
14/02/2022 16:51:35 Bet created n 39 1644951600 basketball France LNB Roanne,Levallois
14/02/2022 16:51:42 Bet created n 40 1644883200 basketball USA NBA - G League College Park Skyhawks,Fort Wayne Mad Ants
14/02/2022 16:51:42 Bet created n 41 1644883200 basketball USA NBA - G League Grand Rapids Gold,Long Island Nets
14/02/2022 16:51:42 Bet created n 42 1644886800 basketball USA NBA - G League Memphis Hustle,Oklahoma City Blue
14/02/2022 16:51:42 Bet created n 44 1644888600 basketball USA NBA - G League Austin Toros Spurs,Agua Caliente Clippers
14/02/2022 16:51:42 Bet created n 43 1644886800 basketball USA NBA - G League Iowa Wolves,Santa Cruz Warriors
